TargetGene	chr	start	end	averageCorr	averageCorrWeighted	Nchunks	Ncelltypes
KCNT2	chr1	196608326	196608826	0.100158945221913	0.0816436280549595	367	69
KCNU1	chr8	36784073	36784573	-6.82631040763782e-05	-6.06060456901486e-05	103	2
KCNV1	chr8	109975597	109976097	0.00243799183674419	0.00192077531155867	361	14
KCNV2	chr9	2717275	2717775	0.00221191952216873	0.00232105798588116	293	15
KCP	chr7	128910469	128910969	0.0114960796102705	0.0115159835987569	564	35
KCTD1	chr18	26640094	26640594	0.00103680112845172	0.000878416733950956	65	7
KCTD10	chr12	109477294	109477794	0.540110505598587	0.556729145331581	776	129
KCTD11	chr17	7351638	7352138	0.15073703038549	0.141349144767615	454	118
KCTD12	chr13	76886155	76886655	0.38093891048253	0.36649254681573	1016	120
KCTD13	chr16	29925982	29926482	0.081159305755381	0.0684185926400276	349	116
KCTD14	chr11	78023024	78023524	0.0245721990533431	0.018838503381346	537	62
KCTD15	chr19	33796595	33797095	0.332546679370221	0.312336313543954	528	115
KCTD16	chr5	144170622	144171122	0.409025043951734	0.432493253158669	945	126
KCTD17	chr22	37051485	37051985	0.0778451928925575	0.0741653009365209	704	102
KCTD18	chr2	200509844	200510344	0.387689095499435	0.414015158426693	853	130
KCTD19	chr16	67326521	67327021	0.025320304400739	0.0225694980462175	585	74
KCTD2	chr17	75046933	75047433	0.642305830222571	0.642045274950812	338	131
KCTD20	chr6	36442516	36443016	0.550150150871244	0.565421421786112	475	131
KCTD21	chr11	78188379	78188879	0.667726248986022	0.663074940171828	854	130
KCTD21-AS1	chr11	78139542	78140042	0.49289407029582	0.494387920919667	861	131
KCTD3	chr1	215567128	215567628	0.584975323439849	0.579475151217158	628	127
KCTD4	chr13	45200790	45201290	0.0149608333338467	0.010404851682681	518	32
KCTD5	chr16	2682243	2682743	0.146453993878844	0.147166599602954	353	119
KCTD6	chr3	58498114	58498614	0.00249790021270174	0.00190634774926779	353	12
KCTD7	chr7	66628630	66629130	0.721912819085578	0.715985074194509	397	131
KCTD8	chr4	44448557	44449057	0.116408965651112	0.1176141812776	336	73
KCTD9	chr8	25458218	25458718	0.849912508276313	0.85001542794902	375	131
KDELC1	chr13	102798804	102799304	0.3069040509013	0.290750225679869	544	121
KDELC2	chr11	108498182	108498682	0.499471143978719	0.483222414726671	491	125
KDELR1	chr19	48391303	48391803	0.254466317935966	0.234610392429104	351	129
KDELR2	chr7	6483968	6484468	0.458568428174717	0.454796574143311	718	131
KDELR3	chr22	38467811	38468311	0.062888384513964	0.0559923415251832	515	94
KDF1	chr1	26960160	26960660	0.051080228326555	0.0414395426150762	608	67
KDM1A	chr1	23019197	23019697	0.484222417100691	0.493637219565456	575	123
KDM1B	chr6	18155137	18155637	0.792090277946851	0.798369128479396	629	131
KDM2A	chr11	67119018	67119518	0.360994262192035	0.35228496935371	355	130
KDM2B	chr12	121580765	121581265	0.148338079143864	0.13542832466264	752	124
KDM3A	chr2	86440897	86441397	0.716163997146626	0.699687561938319	574	131
KDM3B	chr5	138352345	138352845	0.455230302600364	0.437185828548677	324	131
KDM4A	chr1	43649875	43650375	0.726592377487878	0.718060486244062	639	131
KDM4A-AS1	chr1	43707091	43707591	0.242280105630286	0.266817826734253	712	127
KDM4B	chr19	4968862	4969362	0.476175813942782	0.482030988638467	562	126
KDM4C	chr9	6757390	6757890	0.689671865464058	0.668008799232772	398	131
KDM4D	chr11	94973430	94973930	0.436558954053897	0.450105273724095	1148	131
KDM4E	chr11	95025007	95025507	-0.000123506158388199	-0.000109467760659955	104	3
KDM5A	chr12	389205	389705	0.690110028454126	0.68304523852765	800	131
KDM5B	chr1	202809220	202809720	0.0413353422231696	0.0331759477989057	428	52
KDM5C	chrX	53225172	53225672	0.712439480588105	0.707930902260923	459	131
KDM5D	chrY	19744689	19745189	NA	NA	NA	NA
KDM6A	chrX	44872924	44873424	0.537989752289525	0.504089751969917	416	117
KDM6B	chr17	7839666	7840166	0.404234929211302	0.375147038377707	239	117
KDM7A	chr7	140176691	140177191	0.65635079584687	0.654933065299137	683	131
KDM8	chr16	27203235	27203735	0.785231896682499	0.788100556190017	486	131
KDR	chr4	55125345	55125845	0.0091595336594772	0.00810344815259267	688	50
KDSR	chr18	63367023	63367523	0.656651411989669	0.654440423455301	1004	131
KEAP1	chr19	10502555	10503055	0.299275266572295	0.324330099479255	393	121
KEL	chr7	142962166	142962666	0.00272884685562022	0.00238864152130139	374	20
KERA	chr12	91058104	91058604	2.20285627959054e-05	-1.14860686191954e-05	251	3
KHDC1	chr6	73262946	73263446	0.260240938973474	0.254340129287655	964	128
KHDC1L	chr6	73225202	73225702	0.00081388199958272	0.000812345458118087	131	7
KHDC3L	chr6	73362426	73362926	-4.21279218561434e-05	-4.12544435633802e-05	87	2
KHDRBS1	chr1	32013443	32013943	0.659179535129903	0.661315580235472	479	131
KHDRBS2	chr6	62285977	62286477	0.188327010365574	0.189289235149009	664	77
KHDRBS3	chr8	135457214	135457714	0.330592740858656	0.313865188016437	1279	111
KHK	chr2	27086492	27086992	0.355118663892531	0.360533433410528	489	131
KHNYN	chr14	24429684	24430184	0.534334901153266	0.539836436940317	420	131
KHSRP	chr19	6424561	6425061	0.544284488706328	0.515509446402779	360	124
KIAA0040	chr1	175192563	175193063	0.332380688350005	0.311585898491091	655	119
KIAA0087	chr7	26538575	26539075	-0.000177123554174478	-0.000149932298658512	245	7
KIAA0100	chr17	28644909	28645409	0.448590716823997	0.461438444188707	405	131
KIAA0141	chr5	141923569	141924069	0.714132280128619	0.710052755556251	721	131
KIAA0232	chr4	6782481	6782981	0.369698628352507	0.360164759206104	934	129
KIAA0319	chr6	24645905	24646405	0.333258767443266	0.317979849523432	377	117
KIAA0319L	chr1	35557186	35557686	0.642971030702668	0.670642100769662	448	131
KIAA0355	chr19	34254300	34254800	0.301000133004356	0.289015545874737	581	129
KIAA0368	chr9	111484495	111484995	0.639914130187896	0.608962710264269	451	131
KIAA0391	chr14	35122070	35122570	0.786292432917373	0.780377524276525	424	131
KIAA0408	chr6	127459140	127459640	0.0958227122365056	0.0908855016395313	831	99
KIAA0430	chr16	15642916	15643416	0.652170642590733	0.634147618747178	535	131
KIAA0513	chr16	85027500	85028000	0.194381013344118	0.186979206425549	1066	129
KIAA0556	chr16	27549896	27550396	0.743426373829553	0.755511447005526	659	130
KIAA0586	chr14	58427425	58427925	0.771364862044009	0.774940112473896	284	131
KIAA0753	chr17	6640677	6641177	0.308501584759336	0.327069045948188	384	120
KIAA0754	chr1	39409253	39409753	0.147807228116163	0.127373846012365	775	126
KIAA0825	chr5	94618354	94618854	0.669915120499452	0.643436359195884	963	130
KIAA0895	chr7	36367019	36367519	0.300413507875076	0.304691768457299	1019	127
KIAA0895L	chr16	67183730	67184230	0.730374663059898	0.732811674744755	446	131
KIAA0907	chr1	155934192	155934692	0.163586926363965	0.150959803468482	525	128
KIAA0922	chr4	153466095	153466595	0.446163029194549	0.447955469497112	1186	131
KIAA0930	chr22	45212216	45212716	0.0529010838805066	0.0466023930163654	857	96
KIAA1024	chr15	79432265	79432765	-5.92419319783439e-05	-6.95350416948266e-05	333	30
KIAA1024L	chr5	129747940	129748440	-0.000296187617069019	-0.00026916229090373	212	14
KIAA1107	chr1	92168607	92169107	0.000741626862710923	0.000624470562070673	180	11
KIAA1109	chr4	122170352	122170852	0.00193157358190615	0.00122933082926617	343	10
KIAA1143	chr3	44761431	44761931	0.20609077882424	0.189283090503571	611	114
KIAA1147	chr7	141701903	141702403	0.0559983173044369	0.0526732318807958	940	113
KIAA1161	chr9	34376646	34377146	0.190697138555976	0.189970640842963	457	124
KIAA1191	chr5	176361557	176362057	0.158925820406269	0.165105178925388	525	111
KIAA1210	chrX	119150329	119150829	NA	NA	NA	NA
KIAA1211	chr4	56169944	56170444	NA	NA	21	1
KIAA1211L	chr2	98935971	98936471	0.00457234332249314	0.00340927923136374	310	38
KIAA1217	chr10	24208540	24209040	0.0689819794942727	0.0523445413523743	940	81
KIAA1257	chr3	128993893	128994393	0.0539085009799656	0.0467616091159605	911	95
KIAA1324	chr1	109113712	109114212	0.0866264350045527	0.090453781039736	580	81
KIAA1324L	chr7	87039984	87040484	0.0237688382234107	0.026335135989964	349	31
KIAA1328	chr18	36828855	36829355	0.737842507746967	0.735108714143307	1051	131
KIAA1429	chr8	94553268	94553768	0.694981646179403	0.707266404337065	814	131
KIAA1456	chr8	12945423	12945923	0.00719719482900056	0.00431685734205226	670	27
KIAA1462	chr10	30059309	30059809	0.0344532918692436	0.0307963497125111	1019	92
KIAA1468	chr18	62187040	62187540	0.75774786070036	0.759606900498574	938	131
KIAA1522	chr1	32765383	32765883	0.02824149394103	0.0208791912350173	441	45
KIAA1524	chr3	108589394	108589894	0.764417260179531	0.765118787600924	632	131
KIAA1549	chr7	138981068	138981568	0.0341290012180157	0.0289690831884477	893	100
KIAA1549L	chr11	33542080	33542580	-4.10417475193326e-05	-3.82419810146155e-05	303	8
KIAA1551	chr12	31959168	31959668	0.627983086242837	0.611725413296783	1081	131
KIAA1586	chr6	57046281	57046781	0.612560801817816	0.627979919954646	924	131
KIAA1614	chr1	180912926	180913426	0.058405321173508	0.0531871304493386	795	87
KIAA1614-AS1	chr1	180954637	180955137	0.0589978890179619	0.0501393035343782	891	101
KIAA1644	chr22	44312601	44313101	0.00974067242399276	0.00970346383893993	351	27
KIAA1656	chr22	30377655	30378155	0.000251949741834083	0.000216590985527384	204	9
KIAA1671	chr22	25027723	25028223	NA	NA	NA	NA
KIAA1683	chr19	18274259	18274759	0.490170947056639	0.463990422230087	327	126
KIAA1755	chr20	38260522	38261022	0.00719091257815768	0.00535756502633362	536	38
KIAA1841	chr2	61065619	61066119	0.505276584505836	0.507110128098897	647	129
KIAA1958	chr9	112486717	112487217	0.107443572611553	0.102514886571825	873	121
KIAA2012	chr2	202073002	202073502	0.00100412518054592	0.000824656420056361	423	17
KIAA2013	chr1	11926178	11926678	0.478528766396295	0.443650728771189	604	130
KIAA2022	chrX	74925202	74925702	0.0420523802327995	0.0435039542267765	359	48
KIAA2026	chr9	6007753	6008253	0.749372410925213	0.734153608776395	509	131
KIDINS220	chr2	8837389	8837889	0.0782710874451963	0.0793237584547935	1513	130
KIF11	chr10	92592817	92593317	0.558007443617767	0.558391387813186	521	131
KIF12	chr9	114098807	114099307	0.00760732040492107	0.00582347807128558	648	37
KIF13A	chr6	17987373	17987873	0.32369528930134	0.29082718947905	730	111
KIF13B	chr8	29262843	29263343	0.161007360377991	0.163902074326566	1247	129
KIF14	chr1	200620484	200620984	0.26764534111008	0.291958963804595	864	129
KIF15	chr3	44761466	44761966	0.217476346715418	0.202037806628289	606	114
KIF16B	chr20	16573184	16573684	0.584121112122828	0.587389478469317	982	130
KIF17	chr1	20717767	20718267	0.109160719430324	0.105954158799546	513	97
KIF18A	chr11	28107949	28108449	0.677510001170077	0.670898536102189	892	131
KIF18B	chr17	44947461	44947961	0.221655965003381	0.236735378537727	574	128
KIF19	chr17	74325961	74326461	0.00766936472393452	0.0065112104780199	506	43
KIF1A	chr2	240820058	240820558	0.00426609267666025	0.00206060900259646	406	20
KIF1B	chr1	10210455	10210955	0.577722049542383	0.572222026443116	482	128
KIF1BP	chr10	68988470	68988970	0.316907476758087	0.313949954677191	681	131
KIF1C	chr17	4997697	4998197	0.197501680643622	0.226368598318709	336	114
KIF20A	chr5	138178477	138178977	0.647905714383316	0.668020566067606	305	128
KIF20B	chr10	89701339	89701839	0.729670116551797	0.732112495777112	733	131
KIF21A	chr12	39443140	39443640	0.682260438103957	0.694373664854156	724	129
KIF21B	chr1	201023450	201023950	0.120163762203666	0.120558649603934	723	94
KIF22	chr16	29790462	29790962	0.47210611753051	0.475897522759201	361	131
KIF23	chr15	69413995	69414495	0.200127535985168	0.202537190496733	890	129
KIF24	chr9	34328950	34329450	0.815106421716867	0.822617438569936	421	131
KIF25	chr6	168017622	168018122	6.43122061923141e-05	7.45331988324041e-05	347	9
KIF25-AS1	chr6	167996827	167997327	3.86277511066551e-06	-9.19293059068755e-05	173	6
KIF26A	chr14	104138472	104138972	0.0116736924431115	0.0102592317597549	668	48
KIF26B	chr1	245154734	245155234	0.100637858442009	0.101107190003917	1117	105
KIF27	chr9	83921215	83921715	0.652988283527964	0.639235440201788	566	131
KIF2A	chr5	62305911	62306411	0.666637875772459	0.653755720842021	705	131
KIF2B	chr17	53822627	53823127	NA	NA	NA	NA
KIF2C	chr1	44739567	44740067	0.408647500219888	0.376243030017263	398	131
KIF3A	chr5	132737328	132737828	0.31957939105021	0.306580165518222	821	130
KIF3B	chr20	32277400	32277900	0.107149838539452	0.0985871709821421	1058	131
KIF3C	chr2	25982324	25982824	0.141104212576588	0.13295566901303	614	128
KIF4A	chrX	70289778	70290278	0.508592269025961	0.526668537707359	864	130
KIF4B	chr5	155013504	155014004	NA	NA	47	1
KIF5A	chr12	57549813	57550313	0.0416708034669495	0.0459831192212787	187	52
KIF5B	chr10	32056193	32056693	0.585557346435689	0.569410233180697	992	131
KIF6	chr6	39725155	39725655	0.00514009583302963	0.00384147051094819	544	55
KIF7	chr15	89655201	89655701	0.0360927515757515	0.0312113790169233	1001	87
KIF9	chr3	47282597	47283097	0.696219274237493	0.702946336058184	538	131
KIF9-AS1	chr3	47164119	47164619	0.69375398074716	0.693984372935091	513	130
KIFAP3	chr1	170074488	170074988	0.683650760794628	0.687196046740684	661	131
KIFC1	chr6	33391285	33391785	0.402793487952866	0.395440870697931	268	125
KIFC2	chr8	144466086	144466586	0.302800465321062	0.293629411223109	518	124
KIFC3	chr16	57782119	57782619	0.0530491439107412	0.050923598233539	683	70
KIN	chr10	7787777	7788277	0.660093518310606	0.668292760538308	966	131
KIR2DL1	chr19	54769562	54770062	1.43913073126829e-05	8.95933182435806e-06	53	2
KIR2DL3	chr19	54738258	54738758	-0.00017915643991975	-0.000138739628964403	84	4
KIR2DL4	chr19	54803361	54803861	0.0013116569369795	0.00130478185883817	66	12
KIR2DS4	chr19	54832425	54832925	-3.04691521371921e-05	-1.89686203256444e-05	19	2
KIR3DL1	chr19	54816187	54816687	-4.88387845191669e-05	-3.04046649062881e-05	49	2
KIR3DL2	chr19	54850192	54850692	0.000178866326558596	-3.19262928463685e-06	44	6
KIR3DL3	chr19	54724196	54724696	NA	NA	NA	NA
KIR3DX1	chr19	54532441	54532941	-0.000368578344323309	-0.00058030447194624	103	18
KIRREL	chr1	157993022	157993522	0.0434132394965715	0.0335545652147942	533	81
KIRREL-IT1	chr1	158025299	158025799	0.0147149753753678	0.0109257913946633	348	39
KIRREL2	chr19	35856799	35857299	0.0280035648798862	0.025915987796334	225	64
KIRREL3	chr11	127000620	127001120	0.00506146932500291	0.00310375003608427	584	28
KIRREL3-AS2	chr11	126940495	126940995	NA	NA	22	1
KIRREL3-AS3	chr11	127002659	127003159	0.00224700838650115	0.00133526182161537	545	24
KISS1	chr1	204196241	204196741	0.00561936670148643	0.0036018509095764	528	37
KISS1R	chr19	917091	917591	0.0196639294782236	0.0157668725007856	544	50
KIT	chr4	54657677	54658177	0.0764882638475824	0.0736556477595357	960	74
KITLG	chr12	88580223	88580723	0.182966587254012	0.167097624611794	1021	110
KIZ	chr20	21125732	21126232	0.600953016830424	0.595228130075128	1037	131
KIZ-AS1	chr20	21218039	21218539	NA	NA	5	1
KL	chr13	33016182	33016682	0.0784242689119186	0.0753774436268878	687	62
KLB	chr4	39406602	39407102	-0.000330223467391601	-0.000356951845212022	496	17
KLC1	chr14	103628937	103629437	0.578423225242923	0.565028051797893	679	131
KLC2	chr11	66257452	66257952	0.172390607622379	0.152200084223575	390	111
KLC3	chr19	45340489	45340989	0.00150213285761117	0.00117584690633419	190	22
KLC4	chr6	43059343	43059843	0.601442086660225	0.591600697403694	453	130
KLF1	chr19	12886953	12887453	0.00745683572129772	0.00605396678813434	185	22
KLF10	chr8	102653714	102654214	0.549469831945401	0.517270631225288	706	131
KLF11	chr2	10043304	10043804	0.431205227760303	0.40465433330924	1082	125
KLF12	chr13	74133679	74134179	0.556887972718476	0.532272924395307	763	125
KLF13	chr15	31326604	31327104	0.717320885098955	0.716149788324208	848	129
KLF14	chr7	130733783	130734283	0.027182668853517	0.0228708504183422	986	70
KLF15	chr3	126357143	126357643	0.0936080866392731	0.0804050089385841	823	114
KLF16	chr19	1863315	1863815	0.311844200685437	0.298017016764826	495	125
KLF17	chr1	44118599	44119099	NA	NA	NA	NA
KLF2	chr19	16324575	16325075	0.168911060292898	0.165818977288583	589	117
KLF3	chr4	38663918	38664418	0.560754221049782	0.543019261104573	1107	129
KLF3-AS1	chr4	38664378	38664878	0.572723166834443	0.554741959017218	1080	129
KLF4	chr9	107489470	107489970	0.397286310014643	0.39575878844137	996	118
KLF5	chr13	73058541	73059041	0.562564497548686	0.576211044564494	1116	129
KLF6	chr10	3785031	3785531	0.440168303325567	0.426878058356263	953	131
KLF7	chr2	207165766	207166266	0.598257629798977	0.581186170048868	722	127
KLF8	chrX	56232105	56232605	0.0953952756121519	0.0863055095201433	527	80
KLF9	chr9	70414407	70414907	0.580068540804885	0.552494936158926	484	130
KLHDC1	chr14	49692854	49693354	0.252876161089535	0.252984501942299	508	129
KLHDC10	chr7	130070258	130070758	0.588250467623013	0.603471976380472	1273	131
KLHDC2	chr14	49767818	49768318	0.631874739498445	0.620473511667827	399	131
KLHDC3	chr6	43013852	43014352	0.712326377130135	0.730887390567237	384	131
KLHDC4	chr16	87765742	87766242	0.185261383212685	0.187882207306353	1011	129
KLHDC7A	chr1	18480679	18481179	0.024846624275025	0.0217872191328134	521	56
KLHDC7B	chr22	50547782	50548282	0.00904831403644395	0.00615694368561618	276	27
KLHDC8A	chr1	205356840	205357340	0.00554726728355025	0.00456071915275043	448	39
KLHDC8B	chr3	49171334	49171834	0.0437949110682931	0.0390298431386832	305	93
KLHDC9	chr1	161098140	161098640	0.183038888536993	0.176127102406835	742	130
KLHL1	chr13	70108243	70108743	0.00173839875217471	0.00123165500858765	232	8
KLHL10	chr17	41837529	41838029	-0.00028573404474754	-0.000255143442689142	130	6
KLHL11	chr17	41865181	41865681	0.132631314796257	0.131321562371077	481	113
KLHL12	chr1	202927022	202927522	0.647823536691535	0.644095557245256	639	130
KLHL13	chrX	118116615	118117115	0.290954081851568	0.301600620293935	868	102
KLHL14	chr18	32772761	32773261	0.00585912624169251	0.00461179579423863	348	21
KLHL15	chrX	24026936	24027436	0.037405867963851	0.0247320449115251	435	33
KLHL17	chr1	960336	960836	0.0309169674904833	0.0295519056454383	830	86
KLHL18	chr3	47282589	47283089	0.694683001457129	0.700593769836177	539	131
KLHL2	chr4	165207367	165207867	0.514334919190693	0.509493668330618	782	131
KLHL20	chr1	173714690	173715190	0.671855489839001	0.670960333356362	759	131
KLHL21	chr1	6602648	6603148	0.534748716535658	0.50537425908416	326	131
KLHL22	chr22	20495633	20496133	0.42220787015959	0.420230540994018	512	131
KLHL23	chr2	169733595	169734095	0.0247694715350135	0.021333937831257	706	108
KLHL24	chr3	183635372	183635872	0.631115324057504	0.603356189669205	589	131
KLHL25	chr15	85794708	85795208	0.355897342348969	0.365317936795755	1169	131
KLHL26	chr19	18636714	18637214	0.163535847723146	0.167726844302748	523	123
KLHL28	chr14	44961726	44962226	0.715683808558804	0.716477020690176	354	131
KLHL29	chr2	23385176	23385676	0.0540281430390619	0.0504330732954416	512	77
KLHL3	chr5	137735840	137736340	0.174856474218005	0.159939241416566	449	105
KLHL30	chr2	238138471	238138971	0.0321348360519493	0.0318965552547789	766	65
